"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1080",1.28408819128465,1.69389362223145,1.59505273606097,1.30016924570996,1.30031097167647,1.708399728669,1.51033762394371,1.17247042704312,1.59172093810704,1.67903744248918,1.18346502013229,1.23165938641509,1.78101232706166,1.37923379482228,1.66999125709266
"1081",1.28290617650529,1.68383857462372,1.57652585303005,1.29480212712468,1.30065194946519,1.71417601472041,1.51274612493054,1.18619608337586,1.60066597672232,1.67387830677052,1.18781800340691,1.21584958127495,1.76561306569619,1.38766440934364,1.67712027606561
"1082",1.28389471909192,1.68086162328021,1.56921444888957,1.28951625059269,1.29817692689126,1.7269292015317,1.51569963004316,1.20075116162399,1.6066127867347,1.66905826743828,1.1931742229089,1.20773616195279,1.75903223946047,1.39544245150723,1.68017033162202
"1083",1.28725531115926,1.68087375727923,1.56891012541958,1.28642135047932,1.29169571272332,1.74180120938176,1.52465667798315,1.21349537485652,1.61056172371774,1.66654658583917,1.20731096579038,1.20119203624356,1.76518822009575,1.41014644962199,1.68127930691478
"1084",1.29501058464838,1.68530915830763,1.57636325335509,1.28748964725995,1.283293956222,1.75643765823201,1.53810804898694,1.22825323204773,1.61378059036789,1.6637478982656,1.22429850796079,1.20031458779319,1.77827082108347,1.42461865520287,1.67930381996121
"1085",1.30379901481753,1.69218509268152,1.59038893353769,1.2916502687548,1.27646422854768,1.7715031108546,1.55327409437829,1.24110598886399,1.61360213242093,1.66480437069295,1.24324278806803,1.20422707119361,1.79942820261952,1.43923329253254,1.67601432971613
"1086",1.31591497272286,1.70128202784483,1.60168754959704,1.29851595317615,1.26962503354199,1.77961762219768,1.56665457878802,1.24323479649359,1.6112064593241,1.67004164423439,1.26244052172049,1.21139278607812,1.81932334351927,1.45192973827462,1.67556468499051
"1087",1.32821892103113,1.70901624354216,1.60318504713194,1.30385379973688,1.2688170699943,1.77973273996563,1.57594001828811,1.24280600036149,1.61005881890752,1.6748127140027,1.27405843161185,1.21695480518066,1.83834628294373,1.46840186604378,1.67351846203334
"1088",1.34070188669511,1.71238594499151,1.60316480990198,1.30105070745748,1.26737163130498,1.79066463856377,1.57168036577563,1.24605184020224,1.61147746074754,1.69001231581148,1.27425114757662,1.21690139712281,1.84418062756536,1.47608070492939,1.6748906612926
"1089",1.34925963217006,1.71169323105738,1.60671230900565,1.29276390144037,1.26622944374101,1.79948722576674,1.553133996898,1.24361495308609,1.61384609791681,1.70431078546207,1.27594038046718,1.21120839896075,1.83124910132314,1.47626482822017,1.68161246188999
"1090",1.35043950578662,1.71092592527389,1.60560145587595,1.28690464592374,1.26108779158188,1.80600938867292,1.52795436977865,1.2328004048224,1.62211822734409,1.71953276372291,1.27501179577438,1.19928164651468,1.81203690305245,1.47745793319805,1.69067109700384
"1091",1.36296361770755,1.71058438334132,1.60613026501732,1.27561900192957,1.25967443928508,1.81930368953458,1.50703493071818,1.22755202851198,1.63589590728376,1.7445405726611,1.27159117601281,1.1866898482641,1.79439185066676,1.4806040008705,1.70608292930999
"1092",1.38561831269616,1.71160462237705,1.60604135357566,1.26783240813339,1.25908181499138,1.82599275549967,1.48865274838228,1.22420750192724,1.64394412580362,1.77067966896376,1.27344323383708,1.18015439201003,1.78221417924741,1.4844117402048,1.71794710498891
"1093",1.4109937316267,1.71230858701662,1.60411534188582,1.26257920938857,1.2587688488016,1.82919975517702,1.47523206854752,1.22174334336476,1.65027262299818,1.7901294393512,1.28131820129404,1.17801108573472,1.77579555534406,1.48703074183266,1.72594588731145
"1094",1.43592967347405,1.71108910360316,1.59942341841124,1.26145430211793,1.25868049190576,1.83114464263309,1.46799984027387,1.2192306802931,1.65102366051814,1.81651738886413,1.28505476290194,1.1790825192384,1.77540185573067,1.49155729339245,1.72885168389182
"1095",1.46308768113288,1.70880441633786,1.59474623726,1.26022636547953,1.26072533494065,1.83206737749282,1.46642704072745,1.21797219079854,1.65127999320787,1.84171201894477,1.28624170179906,1.18283162491499,1.77642226350399,1.48816701431136,1.7283588567265
"1096",1.48207917895496,1.70509231191413,1.58878856425731,1.26266847461241,1.26633859203368,1.8320290340072,1.47168393413637,1.21809645866043,1.64990000980429,1.86311827993613,1.28511995574065,1.19212383949057,1.7777519296439,1.48753150092046,1.72807944738417
"1097",1.49824471747767,1.69894613304105,1.58639464070561,1.27194997089138,1.27319193985854,1.83158759758164,1.48193912237958,1.21923708595914,1.64778030626764,1.88200326387031,1.2820406483905,1.20419827078468,1.77834722363385,1.48922327524482,1.72819070650885
"1098",1.50849122239757,1.6869671248314,1.5849849605341,1.28429229637895,1.28771611310416,1.82918011435183,1.49224581786638,1.21794872007721,1.64604397231849,1.9058304195223,1.27685375513804,1.21319620539671,1.77344613965854,1.48849747257305,1.7320816579187
"1099",1.50952938098856,1.67314671259214,1.59355712447427,1.29659337416449,1.29563839954885,1.82346873401661,1.49772832517044,1.21556930645984,1.64511537745889,1.91493035336374,1.2705459259192,1.22548836106816,1.76726469276239,1.48736699487422,1.73603164194245
"1100",1.50463228507689,1.66835561579385,1.59496707586266,1.30181694481796,1.28818346510117,1.82385683989702,1.49813113337382,1.21700012977782,1.64580076881813,1.91301781459805,1.26790164477777,1.2323185833889,1.76325608671273,1.48775677051614,1.73615971529143
"1101",1.50636923152325,1.675375931916,1.58902187402076,1.29631635447466,1.27534034826339,1.83739200461953,1.4922778792787,1.2245899882321,1.64599519790432,1.9078081513041,1.27046849694406,1.23409187964312,1.7766012148807,1.47610361734936,1.7306027218855
"1102",1.51158853011352,1.69267297318637,1.57267878023238,1.27493905929585,1.25959547164595,1.86446756549056,1.48945483248672,1.23204284622917,1.64696724121317,1.89439074065383,1.27604372391878,1.23430831064237,1.79927259615421,1.46981086095789,1.71783986209397
"1103",1.51350181070285,1.7065264435711,1.56702919644657,1.25418838877159,1.24089536080554,1.89479962272822,1.48145898044349,1.24513392209261,1.65031776239107,1.89018429996219,1.28356156790844,1.23982151285114,1.81881580164248,1.46967591910184,1.70565633492426
"1104",1.51261354017609,1.71630813373184,1.56340972261801,1.24372352442391,1.22675944680675,1.91836246574319,1.47498228121924,1.2565668385028,1.64974772487697,1.88697298022402,1.28502622077277,1.25043269855659,1.83003863290682,1.46765806071182,1.6967947282963
"1105",1.51024770118206,1.72153578829816,1.563036340884,1.2393163719924,1.21545532588747,1.93688179046995,1.4706519822165,1.26579711125819,1.64462508750437,1.88235864523654,1.28396370462779,1.26489042426246,1.83741615177475,1.46471301569007,1.69310947940325
"1106",1.50633742379889,1.72248607859851,1.56297345880663,1.24776468711475,1.2087651847286,1.94685697732679,1.46915049009184,1.26967084759334,1.63702403003141,1.88090646518474,1.2791131818819,1.27925651512677,1.83610199829732,1.46230816000214,1.69088824893811
"1107",1.49745807731333,1.72153386883462,1.56538825742793,1.25823118872549,1.20645546194797,1.94938552785491,1.47003319994472,1.27069116609319,1.63058222036164,1.88095180301205,1.27655842650488,1.29327863806607,1.82686873036999,1.46170390279995,1.691534810265
"1108",1.48825795770427,1.72005391497067,1.57336730955966,1.2717150559759,1.20859318789217,1.94924936413698,1.47306958338112,1.27062161483494,1.6244985087169,1.88094539336587,1.27584846518273,1.30545715462426,1.81091403905994,1.46263762258242,1.69752906840432
"1109",1.47726913105182,1.72225306777288,1.58309655760196,1.28873867164964,1.21871939200893,1.94962830322361,1.48229763536033,1.27037754737418,1.6270549063405,1.8813594486577,1.28164043931064,1.3157401142651,1.7929920647688,1.46455741161977,1.705407852266
"1110",1.46569984460857,1.73102332486247,1.59110730183449,1.30610124085688,1.2322050563336,1.952119325322,1.48777127387387,1.27231483634924,1.63794098705529,1.88242632424718,1.2930162965274,1.31689669895877,1.77730346286173,1.46966942419196,1.71766447201595
"1111",1.46121838370708,1.74033539425984,1.59323190140477,1.32693258320614,1.24233306734745,1.9532494474686,1.48764626923752,1.27492272367894,1.65390030015418,1.88226201746065,1.29971171964042,1.31733986928302,1.75956898891595,1.46965851908473,1.72746898136136
"1112",1.46323688861745,1.74073170258156,1.58366298641362,1.33395210536637,1.24398373483244,1.94888762914145,1.48716651327943,1.27482772482158,1.66192425606252,1.88478532206065,1.29396479547294,1.31756775210878,1.74304628959515,1.46338108208731,1.73055055811578
"1113",1.47114911496121,1.73648072210468,1.57181303183243,1.3302158271761,1.24143016136894,1.93496014605064,1.48861787625386,1.2717649549662,1.65386631969646,1.88819987192252,1.27844092191239,1.31989344634267,1.73317877738466,1.44352406039105,1.72773478599982
"1114",1.48834194336539,1.7291454511886,1.55394495621303,1.3177712383205,1.2364313579604,1.91220437021706,1.49051669054427,1.26618181518195,1.64143510441651,1.89452794550008,1.26039446119542,1.33357516281401,1.72284796116169,1.41296054674167,1.72160473733752
"1115",1.49730121348735,1.72552220917721,1.52909904268334,1.30457914377521,1.22902507011117,1.88160761432312,1.49480457960274,1.26471473415768,1.63118001802543,1.89643344623834,1.23362916462891,1.34358811237942,1.7080118585815,1.37463411514676,1.71626325745553
"1116",1.50360586272631,1.72243768029919,1.5082940156089,1.30116578623042,1.22700438960648,1.86136400003909,1.49686744042155,1.26318442744212,1.63520452795989,1.8941715971204,1.20482762892306,1.34586220746407,1.68986365610728,1.3485879680291,1.71346725335909
"1117",1.50489954473266,1.71980147815846,1.48906301894171,1.30350739271626,1.22723148540651,1.84680875948203,1.49736640926809,1.26219919778988,1.64333734650863,1.89472587587561,1.18002299186994,1.35024693207177,1.6715077000296,1.32784628034345,1.71071107602657
"1118",1.50552985231645,1.71952398911988,1.47505216880088,1.30509654423815,1.2311524883948,1.8362750017768,1.49749940034838,1.26203616267234,1.65823766142887,1.89304762157702,1.16476832292376,1.35338787981699,1.65145104216459,1.31436055547161,1.71293219865974
"1119",1.50373727827933,1.72314758531374,1.46872307947783,1.3067676973796,1.23947961748677,1.8280936192813,1.49678443883164,1.26256184525706,1.67732371644442,1.88960939413475,1.15800035221644,1.35479307151779,1.63725036998799,1.30876711445484,1.71887393974916
"1120",1.50377166047507,1.73423054111695,1.46894301353285,1.30836103760839,1.25131741760802,1.82891947110698,1.49790911125692,1.26513730586824,1.69741288638245,1.88829894683745,1.1560136690731,1.35480848113748,1.63051464301456,1.30748229372056,1.72431464963275
"1121",1.50787042970674,1.74943153748704,1.47116865936131,1.3139952238312,1.26299385694255,1.83664445187809,1.5013177869565,1.26907951007757,1.71791876938457,1.88854837949757,1.15767034236095,1.35430214690053,1.6325192108723,1.31176668593622,1.73312149978185
"1122",1.51484802972721,1.76248387637353,1.47084560212437,1.31140387802493,1.27422127093863,1.84524541477311,1.50458797379567,1.27390033719769,1.74002360972925,1.8891083383121,1.15793204608905,1.35476548147572,1.64773600904207,1.31999509768095,1.7417152706961
"1123",1.52103089524561,1.78369878350318,1.46895290624535,1.30542700582158,1.2787043011569,1.85536732068165,1.50647019204974,1.28139271931659,1.75288119623316,1.88903600462713,1.15792719226855,1.35444708964927,1.65713457776337,1.32538070910689,1.74328347135074
"1124",1.51549270448638,1.79826579529127,1.47059942725049,1.30774798819212,1.27795989624853,1.85879913754153,1.50633565666987,1.28791148767123,1.7507296492121,1.88930239946525,1.16440989480778,1.35445178904541,1.62910255104617,1.32634616059641,1.73907737083815
"1125",1.50422611552126,1.80940914218038,1.48074735081176,1.32565872926307,1.27889083073897,1.85899419658349,1.50704035931009,1.29051407606171,1.74119548881671,1.89028026011194,1.16932552790155,1.35613320435862,1.57449747404417,1.32399706418075,1.73654351413995
"1126",1.4872203781996,1.8185550862403,1.50335176615697,1.3574054581647,1.28154046794453,1.85688196458686,1.51256774385584,1.29087860638104,1.72774942540897,1.89308362665815,1.17946170957639,1.3553896183101,1.51770781155479,1.31860473432576,1.73304835560802
"1127",1.46457833979646,1.83493039130513,1.52992634790089,1.38231487378133,1.28356208742374,1.85584044493725,1.51453739892702,1.29713872461001,1.71478739260947,1.89880879462248,1.1785882385995,1.36211258148283,1.45962855308158,1.32216835511622,1.72584494637835
"1128",1.44780422587671,1.85594706582262,1.54746388020294,1.39681183204951,1.28543700941643,1.85617293362533,1.51773041438055,1.30818902388957,1.69952898482731,1.89859918393983,1.1844710591139,1.36252921175789,1.41668339728595,1.31952901185682,1.71371898679999
"1129",1.43063322711366,1.87763579552696,1.56212769071488,1.40755474508882,1.28524496799438,1.85975414220766,1.52068880015959,1.32576139127662,1.68806560110816,1.89979250517408,1.18977568699137,1.36151511837724,1.38963539485645,1.31702458710762,1.69739903704449
"1130",1.41696697086461,1.9013237514449,1.56975899079961,1.40353221211005,1.28473927826754,1.86410740108794,1.52115996473763,1.33931414526779,1.67889712301811,1.90049955242505,1.1933188441227,1.36010309112664,1.38086143854363,1.31644071537195,1.68609732583434
"1131",1.41294074472056,1.92768750123809,1.57068144802252,1.39316879696369,1.28270949175257,1.86590850906117,1.51932399629126,1.35200940405801,1.67463095526445,1.89967910360416,1.19405932300542,1.36148288143507,1.37785368486639,1.31645170257514,1.67765050236777
"1132",1.41921966930384,1.95341902721146,1.56533687958025,1.38094267092436,1.28403734796104,1.86839413232368,1.51512653408698,1.36459309442035,1.6746176907981,1.89752064791168,1.19400846538591,1.3666724322269,1.38437650776083,1.31760770121711,1.67205569030746
"1133",1.42937801108354,1.97225213833849,1.55651438339407,1.36949075525141,1.28824782100012,1.8729042725839,1.51054289739855,1.37418851409335,1.67618030219173,1.89513054766762,1.1942632236404,1.37324660174061,1.40370876477956,1.31913899398619,1.67276369305276
"1134",1.44363683873972,1.98605793552493,1.54792841810979,1.36237597583132,1.29658779234724,1.87505529094815,1.50569846200095,1.36822993875194,1.67329618599813,1.89319012373822,1.19488528797116,1.37971724560457,1.4242276772616,1.32195473285317,1.67568586718181
"1135",1.45543163739578,1.99828513119857,1.54169010295371,1.36366179649698,1.30043847314899,1.8743779572212,1.49727134565029,1.35845925566031,1.67415447646101,1.89009747920474,1.19593630353514,1.38625341185445,1.43733928180944,1.32633796823906,1.67653294946476
"1136",1.45775848636297,2.01440726585323,1.54041157316924,1.36235852826341,1.29807008989308,1.86254065195405,1.48922283782728,1.35320695492772,1.68830554097227,1.88703287763047,1.19610710952592,1.39724369670775,1.43533610533385,1.32853542320967,1.66781161285525
"1137",1.44942837772454,2.01572371197235,1.53966166512489,1.35230326464388,1.29170962341834,1.85114716507078,1.48695565963702,1.36022355285793,1.71620039054741,1.88754958742136,1.20063286964599,1.409356873786,1.42512595924569,1.32928795402903,1.65618120882523
"1138",1.42804949174265,2.01548237917734,1.53524351631038,1.33924993322258,1.28151658155149,1.84046440992669,1.48376455498222,1.37153883823879,1.75146295144013,1.88988395043162,1.2083250272098,1.42302799953685,1.4027748064358,1.32975172050018,1.64667118689028
"1139",1.40600866069827,2.01821824627307,1.53515882859458,1.34051769942588,1.27191989809685,1.8218306470206,1.47664475936416,1.37732250934797,1.78553686231549,1.89295910814557,1.21983151694336,1.44313506836529,1.38129375210477,1.33306100177422,1.62891753538503
"1140",1.3969744618198,2.02479412302896,1.53485547100528,1.33829105887855,1.26546641006628,1.80104432930598,1.46164100202519,1.37437500240891,1.8084766668204,1.89295597861255,1.22804528323213,1.46264398962129,1.36466349587051,1.33972590089905,1.61358932429808
"1141",1.39871670657412,2.03378408360597,1.53479287060251,1.33309341834347,1.26179107663844,1.79097053653092,1.4456211820627,1.36804773414897,1.81803804520079,1.88901461624279,1.23494936938498,1.48056328373342,1.35204821463626,1.34901647594072,1.60715020138667
"1142",1.40313341710987,2.04235930005763,1.53548419493882,1.33030491105493,1.2589070400561,1.77926246962933,1.42995575693817,1.35635831612689,1.81717847607191,1.88489994347729,1.23660545499657,1.49812793946927,1.34617425186553,1.36073473139076,1.60312106663255
"1143",1.41684313141744,2.04611790253376,1.53627035687476,1.33018062978005,1.26058744242214,1.77527048406508,1.41660868355762,1.34117275602558,1.80864710466927,1.88123123399173,1.23655167855172,1.50944837850696,1.34349169954406,1.37792670621373,1.60086125661052
"1144",1.43470166310403,2.04979153804757,1.54075619794313,1.33234690851818,1.26533614634038,1.77880112957988,1.41100228120196,1.32746249713002,1.79487921913237,1.87935646602683,1.23768350089512,1.51840753857497,1.34267357478608,1.39688640671125,1.59965652770387
"1145",1.45207321153524,2.05205982966675,1.54594734071198,1.33841132643677,1.27141092822271,1.78552358082487,1.40992396936429,1.313900711815,1.78153701441866,1.87597574200837,1.23891723537679,1.51896157597147,1.34341017245597,1.41749382057053,1.60084045944715
"1146",1.46972128794203,2.0506720491724,1.55236191637198,1.34956897018935,1.27464772172883,1.79615085006793,1.41386251386762,1.30414882438783,1.77123940904173,1.88342798130736,1.24489846323451,1.51570904016186,1.34250356527227,1.44302947333381,1.60348943082543
"1147",1.48051755527678,2.05238028656661,1.56781627798599,1.35845757279821,1.27512061918934,1.81069035897221,1.41954193285069,1.30219498661964,1.75538117124002,1.89839299882703,1.25013876534614,1.50428748767524,1.33987432217496,1.47172950073018,1.606344720598
"1148",1.4797555809579,2.06055371508514,1.58356823228614,1.35768913539305,1.27530415230624,1.80506870862332,1.39573814769028,1.29727389897804,1.73914299475344,1.90963736030755,1.25225268633369,1.50299786599092,1.34320604689465,1.47259544004257,1.60456023918227
"1149",1.47487661347662,2.06792185410767,1.59347466265717,1.34662243759446,1.27657911231668,1.78296549288355,1.36747950221623,1.29239383182895,1.73003753804326,1.90561644659481,1.24820119454967,1.50633137794607,1.34848593613173,1.44867340271243,1.59490305788376
"1150",1.46429627210874,2.06484802596351,1.59807588201666,1.32922000934975,1.28234335463997,1.75935083304153,1.34130685834042,1.28132340648297,1.72531455843642,1.8906915797994,1.2389975122122,1.51266604147434,1.35958131698295,1.40786976887868,1.58203899509814
"1151",1.46141504044996,2.05280922952177,1.60939341086694,1.30159370729952,1.29172157295886,1.73006540673559,1.3122558669744,1.28267407126658,1.71936439350811,1.87826149426054,1.23716994521936,1.52319322837345,1.36807842427888,1.38005426840324,1.56598595989116
"1152",1.45933959857097,2.03838436065805,1.62506516449874,1.2782111465067,1.30017666364252,1.7097468735105,1.29450798719972,1.28119876626813,1.70426229233037,1.88450436915751,1.2355526402104,1.52957305734018,1.37355825192916,1.35953867497851,1.54352443363976
"1153",1.45647038644814,2.03422898830786,1.64597065765909,1.26139692420851,1.30687465017135,1.69315566145253,1.28044131443756,1.27797343887539,1.68736480115323,1.89284397319799,1.23494511088789,1.53233922504884,1.37924175825133,1.34383623034856,1.53114956214459
"1154",1.45648226098351,2.0271207494633,1.66994657321014,1.25287054957427,1.30881222598564,1.68501467883209,1.26474608161792,1.27614729495823,1.67112078303608,1.90528118169188,1.23590222138294,1.52823303160264,1.38061056665372,1.33661225217695,1.52607319973913
"1155",1.45646053575721,2.0225751624254,1.69238437620193,1.25690091477744,1.31005289565333,1.68363493097515,1.254634581073,1.27546452726983,1.65561225987556,1.92179278327779,1.24021356745251,1.52479880652132,1.38071725439781,1.33939616632565,1.52850184352408
"1156",1.45554510939664,2.02099899380789,1.70767185297007,1.26713045107691,1.30968661902285,1.68912413562243,1.25295706327903,1.27627873484725,1.64205978923484,1.94144365289561,1.24828263703438,1.51923910130997,1.38080339620339,1.34980354182058,1.53695122074187
"1157",1.45420776620455,2.02216335851097,1.72376428104149,1.28206584564101,1.30795832632859,1.70337773189136,1.26006984553177,1.2796080587751,1.63495528039025,1.95948358051151,1.26008338460997,1.51624235619653,1.38195876650968,1.36469985416388,1.55327210115644
"1158",1.45045619491789,2.02362173269008,1.73732335579785,1.29669826900708,1.30604867640445,1.71946941322195,1.27123394632646,1.2859846510838,1.63332022887671,1.97642349162327,1.28041217162684,1.51994220038685,1.38549771265461,1.3787364977458,1.57243347921901
"1159",1.44498480418247,2.02408415861745,1.74151532164756,1.31071184463171,1.30477236821651,1.72873775967244,1.27652701935059,1.29262128656458,1.64100046920127,1.98961164974331,1.29304879147421,1.51638227194789,1.38720868425742,1.38491379091582,1.59689860062985
"1160",1.44469020923766,2.02522447884679,1.74705548819391,1.31971239597019,1.30534717752116,1.72714741573417,1.27216071685923,1.29506137361363,1.64047675706698,1.98853301354528,1.29578385051048,1.5072107667258,1.3874538072083,1.38532942130292,1.61537911195456
"1161",1.46198679526303,2.02766416858582,1.75289535831241,1.31701491718954,1.30983573255935,1.71279117552161,1.25960677715677,1.29041572347448,1.63033128030578,1.98344037017281,1.27867830723574,1.49026539081089,1.38649219010017,1.38435695151498,1.61759030794662
"1162",1.48669204692894,2.02692335267739,1.7600773274599,1.30217492738168,1.32002208408857,1.69198074302948,1.24200736467152,1.28651656586493,1.61209173794581,1.97602815955254,1.24909633850644,1.47839717341396,1.38682063458079,1.38093103510674,1.60957743626219
"1163",1.50090625538445,2.02315528223638,1.76653110400585,1.29015273980226,1.33357688545776,1.66978063994069,1.22149779302678,1.28181411690038,1.59505906209869,1.96919705229278,1.23035307611304,1.47518487285861,1.3881849102945,1.37492433059337,1.60401135295501
"1164",1.50455524311208,2.01995824459447,1.77281874963566,1.29117957903254,1.34080885720205,1.64680811702744,1.20027669995505,1.28199379444351,1.58559431732693,1.96014673082576,1.20459033459314,1.46842977582015,1.38816780763813,1.37236382451929,1.60807979527557
"1165",1.50205656483173,2.01891540848254,1.77937798610815,1.2970391954192,1.34719947134765,1.62881937623801,1.18467786814419,1.28161874986854,1.57825760356051,1.95592330620725,1.1897986905399,1.45919136191716,1.38807714003928,1.3706158901084,1.61812174770124
"1166",1.48984457464821,2.01682495463551,1.7879988772309,1.30696743200132,1.35152288850939,1.62128654107237,1.17196273525277,1.28208195388178,1.57238441752497,1.95436384628543,1.18466401436126,1.44981269174921,1.38828072457943,1.36992730966755,1.63467437157596
"1167",1.47978792298885,2.01668875706772,1.79451845798049,1.31606765829487,1.35092533093224,1.62015893966189,1.16741643140902,1.2888045450072,1.57357883976695,1.95468798236988,1.18980396156978,1.44665438011507,1.39209515838491,1.37019145387913,1.65801650818449
"1168",1.46962375667669,2.01634030784744,1.79701326428362,1.32756411190724,1.34830332680999,1.62198925935863,1.17522953054184,1.29850846379265,1.57792202506207,1.95784264576189,1.20782787887265,1.44613101929751,1.39791463728291,1.3701049318141,1.68002010592756
"1169",1.46052165973177,2.01786435973272,1.79661471931653,1.34411997296077,1.3462100815856,1.62941358216915,1.19120159287309,1.3104688101683,1.58534623417153,1.96377942493534,1.22899280381726,1.44801405756872,1.40660506910729,1.37246893772421,1.69922702081027
"1170",1.46068613429883,2.01971536912554,1.79493336399819,1.35202711884561,1.34506079425123,1.63754466373594,1.21087954197262,1.32790552517555,1.59539948331375,1.96863540578315,1.25033374078432,1.45107529584472,1.41829560001423,1.37319268974703,1.70436444151067
"1171",1.47044899596874,2.02292646669088,1.79398221998767,1.35064590015987,1.34382826609453,1.63989573823724,1.23140641348447,1.34069992776637,1.59955664922681,1.97042818839801,1.26962617869919,1.45381589016863,1.42669146420168,1.37302701494115,1.70439693047111
"1172",1.47474866908527,2.02403303218128,1.79845575572575,1.35246298975663,1.34206920384856,1.63989466985816,1.24580639486245,1.3513362944802,1.59350515891391,1.96933651647892,1.28751261977552,1.45330871987176,1.42159094222266,1.38333989568832,1.70731726778182
"1173",1.47168377347807,2.01717064346481,1.80376021875741,1.36126411894502,1.34498668808667,1.63863487533111,1.25398576036437,1.35863147004206,1.57706382560727,1.96919587678462,1.29643996115814,1.4475897785753,1.40656438649182,1.39997027283912,1.71347562399178
"1174",1.46056880149103,2.00347086732237,1.80900137998494,1.36727643785969,1.34761306220502,1.64155272375146,1.25858752327467,1.36134398116043,1.56639978766143,1.96856554383551,1.29830831621926,1.44096851280486,1.38003380832972,1.41406114281469,1.7206020268489
"1175",1.45355635906153,1.99065635046051,1.8185699866272,1.3738109578379,1.3519611563977,1.63992464407336,1.27518013436792,1.36849003483828,1.54838738324318,1.96958144756892,1.3121226887597,1.43240339263329,1.34589463442544,1.42565594331597,1.72646257418882
"1176",1.45478084831908,1.98339451398405,1.82538640488635,1.37400932663408,1.35090159974958,1.63817404509391,1.30353199915958,1.37846538961105,1.52938901663413,1.97556939427133,1.32986849347951,1.42603284499067,1.31596220883235,1.43545235763488,1.73211634991843
"1177",1.45980415175388,1.97385338893111,1.82645835932479,1.37250753954019,1.34359871322092,1.636261898441,1.33599280406816,1.38818403887538,1.51185338507193,1.97551033960684,1.34923487265756,1.4184402593151,1.29144366062147,1.44281388415151,1.73466713342347
"1178",1.46792369476988,1.97227692303884,1.82539379634811,1.3731846991729,1.33530902825591,1.63584769644037,1.36183191038961,1.39599350260719,1.49567374291371,1.97734738205093,1.3663280120929,1.41564607266492,1.27740278309436,1.44634018160194,1.73446090855066
"1179",1.47713891680431,1.97711825386524,1.82580465444207,1.37347712260381,1.32792298675827,1.63598278915651,1.3834456973702,1.40685285450017,1.48738895281042,1.98000366766716,1.37838905838407,1.41702867897903,1.27128680958858,1.44651072140303,1.73347261332771
"1180",1.48842941116699,1.99070873245121,1.82571599461869,1.37363769311565,1.32252761249829,1.63658398858606,1.40015536424796,1.41328282889255,1.48524321605927,1.9856072609077,1.38736703598164,1.42583187913555,1.27459581445293,1.44618687186438,1.73389639211756
"1181",1.50600858671198,2.00561370290689,1.82646262066085,1.37153661443951,1.31682704585206,1.6386272633813,1.41369748620656,1.41991872205583,1.48842947179019,1.9955706308296,1.39963303768205,1.43805935713051,1.28369044057677,1.44497784103948,1.73412211345806
"1182",1.52293493983752,2.02485354929405,1.82769517420713,1.3664604194245,1.31938078824066,1.64230764389502,1.41793559263333,1.42874611480572,1.49513984102302,2.01055618498885,1.40831902296386,1.45176870671865,1.29450403450805,1.4435517788398,1.73540742933851
"1183",1.54262194318281,2.04571621459675,1.82899098806794,1.36151264149383,1.32553722089577,1.64284102079163,1.41487774408945,1.42877267354592,1.50095049755197,2.02276863181398,1.40864081875939,1.46882441966426,1.29818148249366,1.44657992320051,1.73488595752426
"1184",1.55062056490439,2.04928729210281,1.82960396613393,1.36724220607347,1.32552490440225,1.64369355493426,1.4260581548103,1.43066144163342,1.5007318583073,2.0430574305769,1.41675666801227,1.47667583497702,1.2971810805888,1.44861806768313,1.734933749793
"1185",1.54365703347715,2.03802968316761,1.82805410231474,1.38246007512182,1.31210799965107,1.64217986025883,1.43528081043049,1.43732924725988,1.49590783700527,2.06062531504193,1.44803182966151,1.46175790866855,1.29223046537655,1.44728709934297,1.73631821100795
"1186",1.53156658603737,2.02080146082656,1.82730797612109,1.39445085528324,1.29984610669341,1.63894962647747,1.44166133829739,1.45175276458672,1.48775537116174,2.07310474373858,1.49191311575186,1.42498396372953,1.28219907995973,1.44906952657024,1.73837505977123
"1187",1.52808721397212,1.99964297871944,1.82623108547212,1.41348388071472,1.28654778822232,1.63781137415177,1.45672401049121,1.46680206942473,1.47697591338715,2.08979601949162,1.53662532333377,1.39091919067384,1.27337289898723,1.45082998194468,1.73617970843755
"1188",1.52731577648005,1.98682805523646,1.8261763797209,1.4342625499251,1.2812073734941,1.63762157091081,1.46797442859256,1.47782412208354,1.46773129505403,2.11563789670686,1.57586519298503,1.37568981387332,1.27762843478919,1.45124822381824,1.73584668892586
"1189",1.53435864524196,1.97725954211322,1.82617975434433,1.44948447524002,1.27759202491234,1.63810596436219,1.47799400462771,1.48138488978253,1.46111736434818,2.13877687375737,1.60125855964022,1.36901516704987,1.28258109467368,1.45126979105935,1.73470415996674
"1190",1.5391723866023,1.97294356237883,1.82654086539893,1.45517722562802,1.27747540678125,1.63821543088836,1.48661479677455,1.48282495804647,1.45845487980118,2.15973257983371,1.61325872720714,1.36724125872155,1.28135546314879,1.45133319666631,1.73622496256369
"1191",1.54430836024049,1.97400806620668,1.83004959466315,1.45551099023751,1.28102508944286,1.63673450424741,1.48892575874932,1.48354583794192,1.45678435265687,2.18592926867459,1.61885421605173,1.37718758036226,1.27953566777805,1.45353568307916,1.74051832687451
